destination_Home,destination_No Urgent Place,destination_Work,passanger_Alone,passanger_Friend(s),passanger_Kid(s),passanger_Partner,weather_Rainy,weather_Snowy,weather_Sunny,temperature_30,temperature_55,temperature_80,time_10AM,time_10PM,time_2PM,time_6PM,time_7AM,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),expiration_1d,expiration_2h,gender_Female,gender_Male,age_21,age_26,age_31,age_36,age_41,age_46,age_50plus,age_below21,maritalStatus_Divorced,maritalStatus_Married partner,maritalStatus_Single,maritalStatus_Unmarried partner,maritalStatus_Widowed,education_Associates degree,education_Bachelors degree,education_Graduate degree (Masters or Doctorate),education_High School Graduate,education_Some High School,education_Some college - no degree,occupation_Architecture & Engineering,occupation_Arts Design Entertainment Sports & Media,occupation_Building & Grounds Cleaning & Maintenance,occupation_Business & Financial,occupation_Community & Social Services,occupation_Computer & Mathematical,occupation_Construction & Extraction,occupation_Education&Training&Library,occupation_Farming Fishing & Forestry,occupation_Food Preparation & Serving Related,occupation_Healthcare Practitioners & Technical,occupation_Healthcare Support,occupation_Installation Maintenance & Repair,occupation_Legal,occupation_Life Physical Social Science,occupation_Management,occupation_Office & Administrative Support,occupation_Personal Care & Service,occupation_Production Occupations,occupation_Protective Service,occupation_Retired,occupation_Sales & Related,occupation_Student,occupation_Transportation & Material Moving,occupation_Unemployed,income_$100000 or More,income_$12500 - $24999,income_$25000 - $37499,income_$37500 - $49999,income_$50000 - $62499,income_$62500 - $74999,income_$75000 - $87499,income_$87500 - $99999,income_Less than $12500,Bar_1~3,Bar_4~8,Bar_gt8,Bar_less1,Bar_never,CoffeeHouse_1~3,CoffeeHouse_4~8,CoffeeHouse_gt8,CoffeeHouse_less1,CoffeeHouse_never,CarryAway_1~3,CarryAway_4~8,CarryAway_gt8,CarryAway_less1,CarryAway_never,RestaurantLessThan20_1~3,RestaurantLessThan20_4~8,RestaurantLessThan20_gt8,RestaurantLessThan20_less1,RestaurantLessThan20_never,Restaurant20To50_1~3,Restaurant20To50_4~8,Restaurant20To50_gt8,Restaurant20To50_less1,Restaurant20To50_never,has_children,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
0.0851004791994539,0.11027030031797136,0.07302869299214994,0.10272951077257729,0.1190662775933802,0.06561958557074113,0.058871263567152395,0.051616973681178784,0.05257648158507747,0.09116751957128416,0.07986229462369379,0.11447069335840968,0.12587132984802957,0.11778704899554165,0.11722097593948816,0.09331129024078967,0.14441002919410437,0.07346326672175797,0.22624526019590424,0.24653538666728872,0.2260694293377128,0.12128731739103484,0.22133186292625584,0.16583219847946942,0.1622838798574437,0.12597926498254633,0.1258791283002967,0.11604502507592944,0.11646183919716119,0.10766877408592322,0.08773566151399192,0.07071981463195476,0.05183333246095116,0.09210281208685059,0.04134419743018041,0.03682457883175076,0.11807481749738932,0.12223808539347927,0.10408873386201727,0.014709457618624517,0.07277131836175163,0.1432038929119824,0.10054037199318239,0.0641182184945626,0.007448177923496161,0.13374973984625219,0.02980346628825003,0.05893394604829131,0.0046845950914753175,0.04679495406695791,0.023103239081173864,0.09438357951969938,0.018603892423718824,0.07735494735923715,0.0054898131694370725,0.027667625328568583,0.03144432195842113,0.02812231181310737,0.019225356172421555,0.03155938664886976,0.028912152789806373,0.06327769550869157,0.05311431725365006,0.018933531762265803,0.010697121932146036,0.017460167116051247,0.04445912941977387,0.0931203175299338,0.09861082121990149,0.02635576740556101,0.10507491223183993,0.09933435707779253,0.09889826306311093,0.10969961461214393,0.11161936898456558,0.1042212713604828,0.07334517504004492,0.07763300215220406,0.07714303609071008,0.06414895737646671,0.12089224730905684,0.07979385302612718,0.039644527640685455,0.1251226474074373,0.18346789554003945,0.14268596038034204,0.1004824525001731,0.08061128642348361,0.1259703094893154,0.2150433910087538,0.14003875105600572,0.13638559702604863,0.0797307152457869,0.10528715101389301,0.016843788752918396,0.14255442814140132,0.1261404488699461,0.06599591006117356,0.10448100708877842,0.020031852225819248,0.1264898523558829,0.06025444919183575,0.02356308288266786,0.14348094499027592,0.10343250852572151,0.13117529763670088,0.203695615313921,0.11384716254328633,0.08461704584180402,0.08544281448578132
